,day_of_infection,latitude,longitude,population_density,median_age,aged_65_older,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,border_closure,wear_protective_gear_in_public_requirement,businesses_and_public_services_closure,curfews,economic_measures,suspension_international_flights,imports_exports_limit,gatherings_limit,partial_lockdown,schools_closure,established_emergency,quarantine_isolation_policies,full_lockdown,mass_testing,checkpoints_within_the_country,military_deployment,Africa,Asia,Europe,North America,Oceania,South America,AFRO,AMRO,EMRO,EURO,SEARO,WPRO,airports_per_pop,temperatura,precip,PERC_POBLACION_RURAL,prison_pop,diabetes,expend__health_public,HIV,lit_rate,non_transm_mortality,num_physicians,tuberculosis,log_population,log_gdp_per_capita,log_n_airports,log_turismo
0,48.0,33.0,65.0,54.422,18.6,2.5810000000000004,22.46,597.029,9.59,7.93,37.02999999999999,37.746,0.5,64.83,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.33578772339669,12.921454517599999,311.321855887,74.505,76.0,9.2,0.600144406780601,0.1,43.01972,29.8,0.2782,189.0,17.47723312941691,7.498308668524979,3.970291913552122,14.586545550603574
1,31.0,41.1533,20.1683,104.87100000000001,38.0,13.187999999999999,1.1,304.195,10.08,7.1,51.2,76.8643,2.89,78.57,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.38995065675169,11.2698000667,1053.23518372,39.681,158.0,9.0,4.27755378186703,0.12000000000000004,98.14115,17.0,1.2164,18.0,14.872537018799058,9.37623024844267,1.6094379124341003,15.490736398202278
2,37.0,28.0339,1.6596,17.348,29.1,6.211,0.5,278.36400000000003,6.73,0.7,30.4,83.741,1.9,76.88,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.58030252552944,22.5757911398,81.97354876819999,27.371,162.0,6.7,4.20416407287121,0.1,81.40783999999998,14.2,1.7193,69.0,17.596309084936905,9.54071110364512,5.062595033026967,14.7927086011062
3,43.0,42.5063,1.5218,163.755,44.9,17.36,0.79,109.135,7.97,29.0,37.8,92.3915,0.0,83.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.87798290965558,10.704854365641,811.715173606,11.937999999999999,38.0,7.7,5.06037287414074,0.36,97.63339400000001,9.900000000000002,3.3333,3.0,11.25500929305476,10.7205953872528,1.6537092260625434,14.928026080532419
4,43.0,-11.2027,17.8739,23.89,16.8,2.405,21.4,276.045,3.94,3.79,19.11,26.664,0.0,61.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.35503452962776,21.5109326932,991.3056834480001,34.486,105.0,4.5,1.29186874255538,2.0,66.03011,16.5,0.2146,355.0,17.307957431440077,8.669140588655198,5.176149732573829,12.292254928916668
5,54.0,17.0608,-61.7964,231.845,32.1,6.933,1.6199999999999999,191.511,13.17,4.02,18.85,89.1963,3.8,77.02,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.634752062740002,22.386585980664897,1844.7487787829996,75.40100000000001,403.0,13.1,2.13234610855579,1.65,98.95,22.6,2.9560000000000004,6.0,11.49199800528723,9.975433399695557,1.3862943611198906,12.502470376049185
6,34.0,-38.4161,-63.6167,16.177,31.9,11.198,0.6,191.032,5.5,16.2,27.7,76.6079,5.0,76.67,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.1793436364641,14.21522492,559.0458708069999,8.13,147.0,5.9,6.60893470048904,0.4,99.00387,15.8,3.9901,27.0,17.6265142333601,9.848762428784356,7.037905963447182,15.753100619454564
7,43.0,40.0691,45.0382,102.931,35.7,11.232000000000001,1.8,341.01,7.11,1.5,52.1,94.04299999999999,4.2,75.09,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.71216043012465,6.37436162538,502.281768799,36.851,164.0,6.1,1.37250600382686,0.2,99.73607,22.3,4.4023,31.0,14.901792134919317,9.081208430416325,2.4849066497880004,14.317497838389754
8,36.0,12.5186,-70.0358,584.8,41.2,13.085,2.45,0.0,11.62,5.24,24.250000000000004,85.92490000000001,0.0,76.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.36627765393477,22.529626498579997,2042.7475472760002,56.589,690.6,11.6,3.882347196340561,1.65,97.80742,15.870000000000001,3.3921,5.4,11.578404168997322,10.490573444176233,0.6931471805599453,13.894322662602555
9,36.0,-35.4735,149.0124,3.202,37.9,15.504000000000001,0.5,107.791,5.07,13.0,16.5,82.1482,3.84,83.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.8236172553119,21.506676337800002,473.09149982900004,13.988,130.0,5.6,6.34408071637154,0.1,97.59464,9.1,3.6778,6.6,17.054184382666968,10.706603091322746,6.175867270105761,16.03970169168518
10,33.0,47.5162,14.5501,106.749,44.4,19.202,0.7,145.183,6.35,28.4,30.9,96.8343,7.37,81.54,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.77367205542725,6.18601274769,1161.18386919,41.703,98.0,6.6,7.52637535333633,0.15,98.819445,11.4,5.1697,7.1,16.013446104724046,10.724097127802573,3.970291913552122,17.243544626030662
11,41.0,40.1431,47.5769,119.309,32.4,6.018,3.6999999999999993,559.812,7.11,0.3,42.5,83.241,4.7,73.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6492120907273002,12.2243444651,433.883240763,44.32,413.0,6.1,1.00491279736161,0.45,99.79123000000001,22.2,3.446,63.0,16.131917290497935,9.670825026696232,3.6375861597263857,14.783634818273285
12,41.0,25.0343,-77.3963,39.497,34.3,8.996,1.7899999999999998,235.954,13.17,3.1,20.4,83.12979999999999,2.9,73.92,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,155.11839856782498,25.06333351,1280.08365885,16.975,444.0,8.8,2.5263994932174705,1.8,93.64117100000001,15.5,2.0068,14.0,12.882198278005657,10.22986785792217,4.127134385045092,14.305929984322287
13,30.0,26.0275,50.55,1935.9070000000002,32.4,2.372,2.5199999999999996,151.689,16.52,5.8,37.6,76.89999999999999,2.0,77.29,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.35075221132322,22.423557269430002,102.66115907396997,10.713,275.0,15.6,2.7528628706932095,0.4,97.46419,11.3,0.9257,11.0,14.347070139909054,10.675716325199822,1.6094379124341003,16.304160277053107
14,39.0,23.685,90.3563,1265.036,27.5,5.098,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10929666303989999,25.4709130989,2266.52366837,63.368,42.0,9.2,0.379648082889616,0.1,73.9122,21.6,0.5809,221.0,18.91957173648272,8.167631176228976,2.9444389791664403,13.841179279371246
15,35.0,13.1939,-59.5432,664.4630000000001,39.8,14.952,2.92,170.05,13.57,1.9,14.5,88.469,5.8,79.19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.47982225067944,22.10307490575,2067.4338992870003,68.85300000000001,521.0,13.4,2.99643445760012,1.5,99.6,16.2,2.4843,0.4,12.568532822689548,9.73973657025528,0.6931471805599453,13.429849547739444
16,41.0,53.7098,27.9534,46.858000000000004,40.3,14.799000000000001,1.77,443.129,5.18,10.5,46.1,79.60040000000001,11.0,74.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.8788011329067995,6.294930099119999,610.066737893,21.405,335.0,5.0,4.145893827080729,0.5,99.75656,23.7,5.1905,31.0,16.06145355086431,9.75085878900652,4.189654742026425,16.257996801034942
17,58.0,50.8333,4.0,375.564,41.8,18.570999999999998,0.2,114.898,4.29,25.1,31.4,93.46820000000001,5.64,81.63,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.53764956492087,9.51424127412,874.297532025,1.999,108.0,4.6,7.98325017094612,0.24,99.41361399999998,11.4,3.0709,9.0,16.265620169040837,10.661007052922972,3.7376696182833684,16.025870816576944
18,47.0,13.1939,-59.5432,16.426,25.0,3.853,3.0399999999999996,176.957,17.11,4.94,20.490000000000002,90.083,1.3,74.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.203012416346,25.0643329617,2089.26430257,54.276,476.0,17.1,3.83578389883041,1.9,82.760983,22.1,1.1229,30.0,12.89325708422575,8.965125276319132,3.8712010109078907,13.100119813444692
19,45.0,9.3077,2.3158,99.11,18.8,3.2439999999999998,49.6,235.84799999999998,0.99,0.6,12.3,11.035,0.5,61.77,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.494918914959568,27.4615526705,1034.26788973,52.688,75.0,1.0,1.11499726772308,1.0,42.3624,19.6,0.0791,56.0,16.31063144767277,7.6329997845793045,1.9459101490553132,12.59473402514672
20,39.0,32.3078,-64.7505,1308.82,43.6,19.74,1.3699999999999999,139.547,13.0,10.600000000000001,22.37,84.64029999999998,0.0,82.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0583238321584,17.392754985049,1685.6248223011003,0.0,613.5,6.7,5.559741286560893,1.3900000000000001,96.203645,11.109999999999998,3.44219,3.7,11.039299282193344,10.833095515146901,0.6931471805599453,12.549665896013254
21,96.0,27.5142,90.4336,21.188000000000002,28.6,4.885,1.5,217.06599999999997,9.75,5.58,41.81,79.807,1.7,71.78,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5919762782331004,8.57504293,1780.45989118,59.105,135.0,10.3,2.3748742416501,0.3,66.56115,23.3,0.4242,149.0,13.556238407979611,9.072180800119405,1.0986122886681096,12.520887034998584
22,34.0,-16.2902,-63.5887,10.202,25.4,6.704,7.1,204.299,6.89,3.4299999999999997,17.03,25.383000000000003,1.1,71.51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,73.24577022810449,20.975030036099998,1095.55980128,30.575,140.0,6.8,4.41535040736198,0.3,92.45508,17.2,1.5901,108.0,16.272791610664907,8.837366025847741,6.752270376141742,13.948292544854452
23,37.0,43.9159,17.6791,68.49600000000001,42.5,16.569000000000003,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.315255508158799,9.01653183545,1071.75728815,51.755,80.0,9.0,6.29525780677795,0.1,96.99177,17.8,2.1616,25.0,15.003602729907398,9.368616388033612,3.2188758248682006,13.867154740783278
24,38.0,-22.3285,24.6849,4.044,25.8,3.9410000000000003,4.3,237.372,4.81,5.7,34.4,48.0482,1.8,69.59,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.467602189975,21.4785388464,394.47577571,30.554000000000002,205.0,5.8,4.64138947427273,20.3,86.82317999999998,20.3,0.5269,275.0,14.67061756175121,9.668295078614664,4.31748811353631,14.299787462639484
25,39.0,-14.235,-51.9253,25.04,33.5,8.552,3.4,177.96099999999998,8.11,10.1,17.9,60.02239999999999,2.2,75.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.255793094532002,24.9157718328,1762.97099306,13.431,274.0,10.4,3.96492034196854,0.5,93.2275,16.6,2.1643,45.0,19.174732083725115,9.55424577121025,8.317277766221235,15.70575712494156
26,30.0,4.5353,114.7277,81.347,32.4,4.591,0.82,201.285,12.79,2.0,30.9,86.10819999999998,2.7,75.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2858031054921,25.934000015,3160.77514648,22.371,122.0,13.3,2.25035604089499,0.36,97.21411,16.6,1.609,68.0,12.988795412682483,11.181782516433167,0.6931471805599453,12.535379989788607
27,36.0,42.7339,25.4858,65.18,44.7,20.801,1.5,424.68800000000005,5.81,30.1,44.4,95.5393,7.454,75.05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.7863622724221,10.396761640900001,602.843706497,24.991999999999997,151.0,6.0,4.19922322034836,0.1,98.35245,23.6,4.0332,22.0,15.75402859541711,9.82899603760851,4.23410650459726,16.042617617622323
28,34.0,12.2383,-1.5616,70.15100000000001,17.6,2.4090000000000003,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1003058946065802,28.1763605071,774.2867502619999,70.642,28.0,7.3,2.994354814291,0.7,41.22445,21.7,0.0847,48.0,16.85541659458125,7.440793564752703,3.1780538303479458,11.87757552297847
29,50.0,-3.3731,29.9189,423.06199999999995,17.5,2.562,71.7,293.068,6.05,2.02,23.759999999999998,6.144,0.8,61.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.588691356774631,20.266099738,1262.81199951,86.96799999999999,72.0,5.1,1.85788683593273,1.0,68.37533,22.9,0.1001,111.0,16.29127403605849,6.555676897502385,2.0794415416798357,12.608202196848836
30,54.0,16.5388,-23.0418,135.58,25.7,4.46,0.7,182.21900000000002,2.42,2.1,16.5,55.2294,2.1,72.98,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.187399728051698,26.39401065942,1440.0203979513801,34.268,137.9,2.4,3.11193484812975,0.6,86.79029,17.2,0.7814,46.0,13.228503788864348,8.736096405192978,2.302585092994046,13.47302165746721
31,77.0,11.55,104.9167,90.67200000000001,25.6,4.412,6.11,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.956996695550223,26.9395000398,1918.67785645,76.612,106.0,6.4,1.40879349783063,0.5,80.52648999999998,21.1,0.1927,302.0,16.63205468047707,8.201405154176634,2.833213344056216,15.640221288596313
32,41.0,3.8480000000000003,11.5021,50.885,18.8,3.165,23.8,244.66099999999997,7.2,3.0799999999999996,17.869999999999997,2.735,1.3,59.29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.24313151005369,24.527850390900003,1613.07191498,43.626000000000005,119.0,6.0,0.62201963737607,3.6,77.07103999999998,21.6,0.0881,186.0,17.09438454964341,8.121458389957692,3.5263605246161616,13.893398021690297
33,58.0,56.1304,-106.3468,4.037,41.4,16.984,0.5,105.59899999999999,7.37,12.0,16.6,87.5438,2.5,82.43,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.8690026380845,-7.14457961345,457.469053257,18.589000000000002,118.0,7.6,7.79410153627396,0.45,97.695519,9.8,2.6102,5.6,17.446288276980045,10.692367346390078,7.291656209174461,16.86639372330023
34,47.0,19.3133,-81.2546,256.496,40.5,14.24,1.4900000000000002,0.0,13.22,7.26,22.11,84.88129999999998,0.0,83.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.6482045039562,19.272914262708998,2094.8103779025996,0.0,657.2,6.8,4.075077613815667,1.52,95.20872499999999,11.77,2.9611300000000003,5.4,11.09317378810361,10.817857019963158,1.3862943611198906,13.045484492893253
35,55.0,6.6111,20.9394,7.479,18.3,3.655,50.14,435.727,6.1,5.39,25.109999999999992,16.602999999999998,1.0,53.28,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.07492871287293,24.839254940300002,1354.66810009,58.636,19.0,6.0,0.746504962444305,3.6,37.39582,23.1,0.07209999999999998,540.0,15.390308370200794,6.495628028000422,3.6888794541139363,11.580593459194764
36,49.0,15.4542,18.7322,11.833,16.7,2.4859999999999998,38.4,280.995,6.1,0.75,14.410000000000002,5.818,0.0,54.24,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5918973857014103,26.650741256999996,330.505670093,76.941,41.0,6.0,0.709243677556515,1.3,22.31155,23.9,0.0434,142.0,16.614367480172778,7.478256179961894,4.0943445622221,11.373674891823535
37,34.0,-35.6751,-71.543,24.281999999999996,35.4,11.087,1.3,127.993,8.46,34.2,41.5,73.6897,2.11,80.18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.1618927162807,8.36982830344,631.170165709,12.436,266.0,8.6,4.496993497014049,0.5,96.40228,12.4,2.5912,18.0,16.76604722418168,10.033112945416155,6.1779441140506,15.560003876124755
