,day_of_infection,latitude,longitude,population_density,median_age,aged_65_older,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,border_closure,wear_protective_gear_in_public_requirement,businesses_and_public_services_closure,curfews,economic_measures,suspension_international_flights,imports_exports_limit,gatherings_limit,partial_lockdown,schools_closure,established_emergency,quarantine_isolation_policies,full_lockdown,mass_testing,checkpoints_within_the_country,military_deployment,Africa,Asia,Europe,North America,Oceania,South America,AFRO,AMRO,EMRO,EURO,SEARO,WPRO,airports_per_pop,temperatura,precip,PERC_POBLACION_RURAL,prison_pop,diabetes,expend__health_public,HIV,lit_rate,non_transm_mortality,num_physicians,tuberculosis,log_population,log_gdp_per_capita,log_n_airports,log_turismo
159,52.0,0.18636,6.613081,212.84099999999998,18.7,2.886,32.3,270.113,2.42,2.54,24.61,41.34,2.9,70.39,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.12571123511939,24.389477308500002,1553.6792413672,27.197,128.0,2.4,2.8410622850060494,2.9099999999999997,92.81664,18.5,0.0531,124.0,12.297566461363587,8.02411383371818,1.0986122886681096,10.416341118636355
160,35.0,24.0,45.0,15.322000000000001,31.9,3.295,1.4799999999999998,259.538,17.72,1.8,25.4,94.2096,2.7,75.13,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.14697585878639,24.6510073372,73.40345060189999,16.156,162.0,15.8,3.35191413760185,0.25,95.32863,16.4,2.6117,10.0,17.365526371109503,10.800522292081983,5.3706380281276624,16.54558320831553
161,39.0,14.4974,-14.4524,82.32799999999999,18.7,3.008,38.0,241.21900000000002,2.42,0.4,16.6,20.859,0.0,67.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.19446270977005,27.8732058303,701.100816165,52.808,64.0,2.4,0.867270026355982,0.4,51.90042,18.1,0.0691,118.0,16.633546422220363,7.812612901229825,3.044522437723423,14.126665719201661
162,34.0,44.0165,21.0059,80.291,41.2,17.366,4.1,439.415,10.08,37.7,40.2,97.719,5.609,76.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.82094690118267,10.1789935639,726.463658487,43.908,142.0,9.0,4.78330999612808,0.1,98.84151,19.1,3.1131,17.0,15.73310897115315,9.550369204975134,3.295836866004329,14.352589137327696
163,47.0,-4.6796,55.492,208.354,36.2,8.606,1.1,242.648,10.55,7.1,35.7,78.68029999999999,3.6,73.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,142.363229611552,22.24739546956,936.4604998099401,43.309,709.0,12.3,3.657141700387,6.8,95.86771,21.2,2.1212,18.0,11.496196309716343,10.180486020480314,2.70805020110221,12.799402253235032
164,41.0,8.460555000000001,-11.779889,104.7,19.1,2.5380000000000003,52.2,325.721,2.42,8.8,41.3,19.275,0.0,54.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.00288517528866,26.043799896,2471.72089355,57.945,52.0,2.4,1.84365287423134,1.5,43.20633,30.5,0.0251,298.0,15.892071203845969,7.237993840847831,2.1972245773362196,10.950824090522445
165,35.0,1.2833,103.8333,7915.731,42.4,12.922,0.9299999999999999,92.243,10.99,5.2,28.3,74.13050000000001,2.4,83.62,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53837133993682,16.022502830973004,2034.7663644420002,0.0,230.0,5.5,2.1404581144452095,0.2,97.34486,9.3,2.2936,47.0,15.582011020897989,11.35669709657546,2.302585092994046,16.50151969634199
166,45.0,18.0425,-63.0548,1209.088,33.3,9.17,1.5,0.0,0.0,6.35,18.240000000000002,82.1472,0.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.319807844783398,22.338474054299,1824.2706012839,0.0,616.9,6.8,3.71440188959241,1.55,95.338695,15.3,2.67042,19.0,10.666230755983976,10.500350459015928,0.6931471805599453,12.08954444723597
167,34.0,48.669,19.699,113.12799999999999,41.2,15.07,0.7,287.959,7.29,23.1,37.7,85.9938,5.82,77.54,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.410675569812899,7.26939613115,767.516310472,46.273999999999994,187.0,6.5,5.3335927426815,0.1,99.456058,17.2,3.4156,5.8,15.512894144130179,10.314144227775184,3.58351893845611,14.629104334862399
168,32.0,46.1512,14.9955,102.619,44.5,19.062,0.39,153.493,7.25,20.1,25.0,96.1288,4.5,81.32,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.696259425512719,8.04021112,1361.8067627,45.458999999999996,66.0,5.9,5.87911084294319,0.1,99.7,12.7,3.0861,5.3,14.547365339288621,10.354621768905622,2.833213344056216,15.302781062412842
169,53.0,5.1521,46.1996,23.5,16.8,2.7310000000000003,31.35,365.769,6.05,1.3199999999999998,35.269999999999996,9.831,0.9,57.4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.83811485892191,26.766844245700003,265.352539755,55.028999999999996,55.9,5.1,0.9919240511953827,0.1,45.862970000000004,21.8,0.023,262.0,16.58140316115535,7.314562502821673,4.127134385045092,13.408810863783671
170,36.0,-30.5595,22.9375,46.754,27.3,5.343999999999999,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.54328952468854,17.5968733425,474.776152751,33.645,294.0,12.7,4.35276962816715,20.4,87.04667,26.2,0.9054,520.0,17.8982664130942,9.41701920058723,6.340359303727752,16.16421568206461
171,52.0,6.877000000000001,31.307,18.06183027,19.2,3.4410000000000003,62.68000000000001,280.775,10.43,1.6800000000000002,19.49,7.783799999999999,0.0,57.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.59353741724496,26.927926446999997,956.581482682,80.385,65.0,10.2,0.8240226656198499,2.5,34.52276,19.8,0.11532499999999998,146.0,16.23086435807823,7.359396343543621,4.454347296253507,12.571302044788093
172,55.0,40.0,-4.0,93.105,45.5,19.436,1.0,99.40299999999999,7.17,27.4,31.4,92.17960000000001,2.97,83.56,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.2082279154199,13.0254760682,622.987063842,19.679000000000002,147.0,6.9,6.26586750149727,0.3,98.4365,9.9,3.8723,9.4,17.660427140014257,10.442123654999827,5.017279836814924,18.23161249130229
173,77.0,7.0,81.0,341.955,34.1,10.068999999999999,0.7,197.093,10.68,0.3,27.0,82.2582,3.6,76.98,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.887301086943831,26.755227348600002,1699.40728205,81.524,132.0,10.7,1.63696836680174,0.1,91.70982,17.4,1.0041,64.0,16.879520493970865,9.364783323373658,2.995732273553991,14.66309452027756
174,49.0,12.8628,30.2176,23.258000000000003,19.7,3.548,22.05,431.38800000000003,15.67,1.05,30.939999999999998,23.436999999999998,0.8,65.31,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6875993987493798,26.824333834,234.036378989,65.358,56.0,22.1,1.14202881231904,0.2,60.69718,26.0,0.2618,71.0,17.596268628981406,8.404585813904207,4.31748811353631,13.636385088238372
175,49.0,3.9193,-56.0278,3.612,29.6,6.933,5.09,258.314,12.54,7.4,42.9,67.779,3.1,71.68,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,93.7552204611393,25.7660816355,2316.81026537,33.94,186.0,12.5,3.64815592765808,1.4,94.38327,21.7,1.2101,38.0,13.282158099616671,9.530110981084702,4.02535169073515,12.535379989788607
176,57.0,63.0,16.0,24.718000000000004,41.0,19.985,0.5,133.982,4.79,18.8,18.9,92.6953,2.22,82.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.8729403214292,1.54635056165,621.150333343,12.569,67.0,4.8,9.2221312224865,0.26000000000000006,99.748811,9.1,3.984,5.5,16.127973800988695,10.756844512307273,5.44673737166631,15.822381541217867
177,32.0,46.8182,8.2275,214.243,43.1,18.436,1.04,99.73899999999999,5.59,22.6,28.9,84.5454,4.53,83.78,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.27935074661874,4.74905739722,1646.41245524,26.203000000000003,82.0,5.7,3.76474261283875,0.17000000000000004,99.622596,8.6,4.2957,6.4,15.973603724826276,10.95799409300595,4.1588830833596715,16.153655922863333
178,37.0,34.8021,38.9968,94.50619397,21.7,4.46,3.29,376.264,0.0,7.4,33.230000000000004,70.598,1.5,72.7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.14266407255453,17.6457807466,296.371756984,45.838,58.0,13.5,1.61476172506809,0.1,90.14407100000001,21.8,1.2874,19.0,16.67774903818688,9.111996679202033,4.51085950651685,15.756770702119294
179,30.0,38.861034000000004,71.276093,64.281,23.3,3.466,4.8,427.69800000000004,7.11,2.4800000000000004,48.949999999999996,72.704,4.8,71.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.51634523501721,3.02524846475,492.022649732,72.866,130.0,6.1,2.0966395735740706,0.2,99.8,25.3,2.1026,84.0,16.07075694790937,7.971746101726064,3.2188758248682006,13.849912950864715
180,44.0,15.0,101.0,135.132,40.1,11.373,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.44699186008339,26.249888206799998,1532.47654527,50.051,398.0,7.0,2.8517529368400605,1.1,93.76776,14.5,0.805,153.0,18.061144266872958,9.697611002317668,4.624972813284271,17.45777001763608
181,52.0,55.3781,-3.4360000000000004,272.89799999999997,40.8,18.517,0.2,122.137,4.28,20.0,24.7,93.1654,2.54,81.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.776065358037571,8.3102391391,1154.29974182,16.602,148.0,3.9,7.648710906505581,0.2,99.52008099999999,10.9,2.8117,8.0,18.033340459355635,10.590471881678853,6.133398042996649,17.407769001009857
182,56.0,-8.8742,125.7275,87.176,18.0,3.556,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.550825899053581,24.96599992,1239.77376302,69.422,25.0,6.7,2.5619076564908,0.6900000000000001,68.06683,19.9,0.7224,498.0,14.09196205289674,8.790436829528876,1.9459101490553132,11.225256725762893
183,43.0,8.6195,0.8248,143.366,19.4,2.839,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.966330975364962,26.7991113672,1189.11415609,58.298,64.0,2.4,1.09466044232249,2.3,63.74562,23.6,0.07739999999999998,36.0,15.92920109928609,7.265998093169698,2.1972245773362196,13.258642740896052
184,39.0,10.6918,-61.2225,266.88599999999997,36.2,10.014,1.52,228.467,10.97,4.9799999999999995,24.530000000000005,89.443,3.0,73.51,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.85818201045952,25.862500195,1831.40698243,46.816,281.0,11.0,3.71267274022102,1.4500000000000002,98.7,21.3,4.1675,21.0,14.151619871594047,10.26688235258257,1.6094379124341003,12.834683971615659
185,41.0,34.0,9.0,74.22800000000001,32.7,8.001,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.45375559138979,19.363456174,267.087509825,31.055,199.0,8.5,4.13129851222038,0.1,79.03642999999998,16.1,1.3025,35.0,16.28518672724498,9.291947731865854,3.4011973816621555,15.931645704077024
186,34.0,38.9637,35.2433,104.914,31.6,8.152999999999999,0.2,171.285,12.13,14.1,41.1,89.83949999999999,2.81,77.69,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.16197633535595,10.9336064842,573.2831308469999,24.857,179.0,11.1,3.27651053667068,0.15000000000000005,96.15053,16.1,1.8492,16.0,18.25035575571179,10.131831199884491,4.59511985013459,17.63909573677983
187,51.0,21.694000000000003,-71.7979,37.312,34.6,5.17,1.5,0.0,0.0,4.249999999999999,20.36,87.4508,0.0,80.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,206.622242884447,26.486977226109996,1989.2687923370001,6.902,617.1,6.31,4.126312658190729,1.55,94.95002400000001,14.809999999999999,2.39931,6.1,10.564085714610725,10.206415193469724,2.1972245773362196,12.996802422000108
188,34.0,1.0,32.0,213.75900000000001,16.4,2.168,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0275245403467301,22.5958415474,1207.89543412,76.226,97.0,2.5,0.971404835581779,5.7,76.5275,21.9,0.168,200.0,17.638505630884378,7.437622652415032,3.8712010109078907,14.15341105984318
189,43.0,48.3794,31.1656,77.39,41.4,16.462,0.1,539.849,7.11,13.5,47.4,81.24770000000001,8.8,72.06,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.27587301608352,8.20556556473,561.788800317,30.648000000000003,305.0,6.1,3.07959318161011,1.0,99.97435,24.7,2.9923,80.0,17.593630901856123,8.974034703791563,5.236441962829949,16.46196907396171
190,52.0,24.0,54.0,112.44200000000001,34.0,1.1440000000000001,1.2299999999999995,317.84,17.26,1.2,37.4,92.5005,1.2,77.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.3476502467038705,26.825608876500002,67.81202548479999,13.478,238.0,16.3,2.39981282502413,0.32,93.22714,16.8,2.5278,1.0,16.107075248782994,11.11683353604673,3.784189633918261,16.87356018456236
191,35.0,-6.369,34.8888,64.699,17.7,3.108,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.77897693236538,22.305809821399997,1052.38357354,66.22399999999999,78.0,5.7,1.5766391530633,4.6,77.88723,17.9,0.013999999999999999,253.0,17.905415513031883,7.895176755463109,5.117993812416755,14.136144456244882
192,43.0,37.0902,-95.7129,35.608000000000004,38.3,15.413,1.2,151.089,10.79,19.1,24.6,87.9495,2.77,78.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.824446941658394,6.75462706769,654.536672556,17.744,716.0,10.8,8.557614684104918,0.4,97.044343,14.6,2.612,3.0,19.61763693330934,10.900924002006192,9.51148146411212,18.194356150985737
193,40.0,17.739273,-64.76357800000001,306.48,42.2,18.601,2.05,273.67,12.26,12.070000000000002,25.280000000000005,85.06479999999999,0.0,80.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.1528686208977,25.74300003,2131.47290039,4.279,575.6,12.3,6.06860162690282,1.3900000000000001,95.509778,13.99,4.03082,5.4750000000000005,11.556214813068626,10.857175168496621,1.0986122886681096,12.850557278777309
194,32.0,-32.5228,-55.7658,19.750999999999998,35.6,14.655,0.1,160.708,6.93,14.0,19.9,81.5206,2.8,77.91,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.2874071566361,17.5674857003,1250.47726702,4.666,281.0,7.3,6.58495426177979,0.6,98.70386,16.7,5.0794,33.0,15.06073892680541,9.93073343933129,4.897839799950911,15.059377214219358
195,30.0,41.3775,64.5853,76.134,28.2,4.468999999999999,2.5700000000000003,724.4169999999999,7.57,1.3,24.7,88.4826,4.0,71.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5835455159832201,12.5193833147,191.821623206,49.522,152.0,6.5,2.77740005403757,0.2,99.99289,24.5,2.3742,70.0,17.32613617090006,8.740993167236732,3.9889840465642745,15.491859362736726
196,30.0,6.4238,-66.5897,36.253,29.0,6.614,10.74,204.85,6.47,6.49,16.330000000000002,57.140100000000004,0.8,72.06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.614041707707699,25.318454248000002,1957.65398653,11.792,161.0,7.0,0.188269501086324,0.43999999999999995,97.12709,18.1,0.69664,48.0,17.163164536694925,9.72591601651008,6.09807428216624,12.964541634128395
197,40.0,16.0,108.0,308.127,32.6,7.15,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46230383279772996,24.069649127399998,1835.16079337,64.081,145.0,6.0,2.68987957388163,0.3,95.00038,17.1,0.8280999999999998,182.0,18.393706015314937,8.727921430705912,3.828641396489095,16.556221605830487
198,52.0,15.552726999999999,48.516388,53.508,20.3,2.9219999999999997,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9110863392598,23.1571687414,166.538899657,63.358000000000004,55.0,5.4,0.43118325993418694,0.1,63.971339,30.6,0.5251,48.0,17.210890014942695,7.299896686150151,4.060443010546419,14.48866036400444
199,38.0,-15.4167,28.2833,22.995,17.7,2.48,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7867825619251905,21.584131965500003,1004.7531957999998,56.479,119.0,4.5,1.7270274460315702,11.3,86.74796,17.9,1.1867,346.0,16.72698894007751,8.21344975640142,4.48863636973214,13.88503755344827
200,48.0,-20.0,30.0,42.729,19.6,2.822,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.1871736973478,21.0313897136,668.974772958,67.791,129.0,1.8,3.42518053948879,12.7,88.69342,19.3,0.2096,210.0,16.5143806168752,7.5500169767249306,5.2832037287379885,14.763300344494624
